Token	POS-Tag	OOV	Id	Index	Documento
previdenciário	ADJ	1	308	7	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
de	ADP	0	308	8	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
Luziânia	PROPN	1	308	9	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
GO	PROPN	1	308	10	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
Polícia	PROPN	0	309	0	Polícia Federal prende liderança de facção criminosa
Federal	PROPN	0	309	1	Polícia Federal prende liderança de facção criminosa
prende	VERB	1	309	2	Polícia Federal prende liderança de facção criminosa
liderança	NOUN	0	309	3	Polícia Federal prende liderança de facção criminosa
de	ADP	0	309	4	Polícia Federal prende liderança de facção criminosa
facção	NOUN	0	309	5	Polícia Federal prende liderança de facção criminosa
criminosa	ADJ	1	309	6	Polícia Federal prende liderança de facção criminosa
PF	PROPN	1	310	0	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
e	CCONJ	0	310	1	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
Receita	NOUN	1	310	2	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
apreendem	VERB	1	310	3	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
9	NUM	0	310	4	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
kg	NOUN	0	310	5	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
de	ADP	0	310	6	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
cocaína	NOUN	1	310	7	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
ocultos	ADJ	1	310	8	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
nas	ADP	0	310	9	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
estruturas	NOUN	0	310	10	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
de	ADP	0	310	11	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
malas	NOUN	1	310	12	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
de	ADP	0	310	13	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
viagem	NOUN	0	310	14	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
Polícia	PROPN	0	311	0	Polícia Federal combate crimes eleitorais em Oiapoque
Federal	PROPN	0	311	1	Polícia Federal combate crimes eleitorais em Oiapoque
combate	VERB	0	311	2	Polícia Federal combate crimes eleitorais em Oiapoque
crimes	NOUN	0	311	3	Polícia Federal combate crimes eleitorais em Oiapoque
eleitorais	ADJ	0	311	4	Polícia Federal combate crimes eleitorais em Oiapoque
em	ADP	0	311	5	Polícia Federal combate crimes eleitorais em Oiapoque
Oiapoque	PROPN	1	311	6	Polícia Federal combate crimes eleitorais em Oiapoque
Polícia	PROPN	0	312	0	Polícia Federal apreende helicóptero com grande carga de cocaína
Federal	PROPN	0	312	1	Polícia Federal apreende helicóptero com grande carga de cocaína
apreende	VERB	1	312	2	Polícia Federal apreende helicóptero com grande carga de cocaína
helicóptero	NOUN	0	312	3	Polícia Federal apreende helicóptero com grande carga de cocaína
com	ADP	0	312	4	Polícia Federal apreende helicóptero com grande carga de cocaína
grande	ADJ	0	312	5	Polícia Federal apreende helicóptero com grande carga de cocaína
carga	NOUN	0	312	6	Polícia Federal apreende helicóptero com grande carga de cocaína
de	ADP	0	312	7	Polícia Federal apreende helicóptero com grande carga de cocaína
cocaína	NOUN	1	312	8	Polícia Federal apreende helicóptero com grande carga de cocaína
PF	PROPN	1	313	0	PF cumpre mandado de prisão expedido pelo STJ
cumpre	VERB	1	313	1	PF cumpre mandado de prisão expedido pelo STJ
mandado	VERB	0	313	2	PF cumpre mandado de prisão expedido pelo STJ
de	ADP	0	313	3	PF cumpre mandado de prisão expedido pelo STJ
prisão	NOUN	0	313	4	PF cumpre mandado de prisão expedido pelo STJ
expedido	VERB	1	313	5	PF cumpre mandado de prisão expedido pelo STJ
pelo	ADP	0	313	6	PF cumpre mandado de prisão expedido pelo STJ
STJ	PROPN	1	313	7	PF cumpre mandado de prisão expedido pelo STJ
Polícia	PROPN	0	314	0	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
Federal	PROPN	0	314	1	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
deflagra	VERB	1	314	2	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
operação	NOUN	0	314	3	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
de	ADP	0	314	4	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
combate	NOUN	0	314	5	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
ao	ADP	0	314	6	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
contrabando	NOUN	1	314	7	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
de	ADP	0	314	8	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
cigarros	NOUN	1	314	9	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
na	ADP	0	314	10	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
região	NOUN	0	314	11	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
norte	ADJ	0	314	12	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
do	ADP	0	314	13	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
Estado	NOUN	0	314	14	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
do	ADP	0	314	15	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
Rio	PROPN	0	314	16	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
Grande	PROPN	0	314	17	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
do	ADP	0	314	18	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
Sul	PROPN	0	314	19	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
PF	PROPN	1	315	0	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
e	CCONJ	0	315	1	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
BPFRON	PROPN	1	315	2	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
apreendem	VERB	1	315	3	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
carreta	NOUN	1	315	4	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
bi	PROPN	0	315	5	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
-	PUNCT	0	315	6	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
trem	NOUN	0	315	7	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
carregada	VERB	1	315	8	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
com	ADP	0	315	9	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
cigarros	NOUN	1	315	10	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
contrabandeados	VERB	1	315	11	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
Polícia	PROPN	0	316	0	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Federal	PROPN	0	316	1	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
incinera	VERB	1	316	2	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
,	PUNCT	0	316	3	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
em	ADP	0	316	4	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Ponta	PROPN	0	316	5	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Porã	PROPN	1	316	6	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
,	PUNCT	0	316	7	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
12	NUM	0	316	8	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
toneladas	NOUN	0	316	9	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
de	ADP	0	316	10	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
entorpecentes	NOUN	1	316	11	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
com	ADP	0	316	12	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
apoio	NOUN	0	316	13	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
da	ADP	0	316	14	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Força	PROPN	0	316	15	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Nacional	PROPN	0	316	16	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
PF	PROPN	1	317	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
apreende	VERB	1	317	1	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
246	NUM	1	317	2	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
kg	NOUN	0	317	3	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
de	ADP	0	317	4	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
maconha	NOUN	1	317	5	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
e	CCONJ	0	317	6	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
36	NUM	0	317	7	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
sacos	NOUN	1	317	8	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
de	ADP	0	317	9	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
skank	NOUN	1	317	10	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
no	ADP	0	317	11	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
Mato	PROPN	0	317	12	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
Grosso	PROPN	0	317	13	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
PF	PROPN	1	318	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
deflagra	VERB	1	318	1	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Operação	PROPN	0	318	2	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Manzana	PROPN	1	318	3	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
para	SCONJ	0	318	4	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
combater	VERB	0	318	5	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
ilegalidades	NOUN	1	318	6	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
em	ADP	0	318	7	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
vendas	NOUN	0	318	8	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
de	ADP	0	318	9	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
aparelhos	NOUN	0	318	10	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
eletrônicos	ADJ	0	318	11	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
em	ADP	0	318	12	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Pernambuco	PROPN	0	318	13	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
PF	PROPN	1	319	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
apreende	VERB	1	319	1	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
cerca	ADV	0	319	2	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
de	ADP	0	319	3	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
500	NUM	0	319	4	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
comprimidos	NOUN	1	319	5	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
de	ADP	0	319	6	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
ecstasy	PROPN	1	319	7	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
no	ADP	0	319	8	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
interior	NOUN	0	319	9	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
do	ADP	0	319	10	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
RN	PROPN	1	319	11	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
PF	PROPN	1	320	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
apreende	VERB	1	320	1	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
31	NUM	0	320	2	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
kg	NOUN	0	320	3	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
de	ADP	0	320	4	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
cocaína	NOUN	1	320	5	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
na	ADP	0	320	6	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Rodovia	PROPN	0	320	7	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Presidente	PROPN	0	320	8	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Dutra	PROPN	0	320	9	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
PF	PROPN	1	321	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
deflagra	VERB	1	321	1	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
a	DET	0	321	2	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Operação	PROPN	0	321	3	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Dotted	PROPN	1	321	4	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Roses	PROPN	1	321	5	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
para	SCONJ	0	321	6	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
combater	VERB	0	321	7	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
os	DET	0	321	8	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
crimes	NOUN	0	321	9	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	10	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
produção	NOUN	0	321	11	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	12	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
conteúdo	NOUN	0	321	13	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
com	ADP	0	321	14	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
pornografia	NOUN	1	321	15	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
infantojuvenil	ADJ	1	321	16	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
e	CCONJ	0	321	17	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
exploração	NOUN	0	321	18	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
sexual	ADJ	0	321	19	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	20	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
crianças	NOUN	0	321	21	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Polícia	PROPN	0	322	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
Federal	PROPN	0	322	1	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
e	CCONJ	0	322	2	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
BPFRON	PROPN	1	322	3	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
apreendem	VERB	1	322	4	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
dois	NUM	0	322	5	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
veículos	NOUN	0	322	6	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
carregados	VERB	1	322	7	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
com	ADP	0	322	8	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
cigarros	NOUN	1	322	9	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
contrabandeados	VERB	1	322	10	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
.	PUNCT	0	322	11	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
PF	PROPN	1	323	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
prende	VERB	1	323	1	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
mulher	NOUN	0	323	2	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
portando	VERB	1	323	3	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
14	NUM	0	323	4	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
kg	NOUN	0	323	5	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
de	ADP	0	323	6	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
maconha	NOUN	1	323	7	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
no	ADP	0	323	8	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
Aeroporto	PROPN	0	323	9	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
de	ADP	0	323	10	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
Fortaleza	PROPN	0	323	11	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
PF	PROPN	1	324	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
prende	VERB	1	324	1	PF prende duas pessoas por invadir terras públicas no Mato Grosso
duas	NUM	0	324	2	PF prende duas pessoas por invadir terras públicas no Mato Grosso
pessoas	NOUN	0	324	3	PF prende duas pessoas por invadir terras públicas no Mato Grosso
por	SCONJ	0	324	4	PF prende duas pessoas por invadir terras públicas no Mato Grosso
invadir	VERB	0	324	5	PF prende duas pessoas por invadir terras públicas no Mato Grosso
terras	NOUN	0	324	6	PF prende duas pessoas por invadir terras públicas no Mato Grosso
públicas	ADJ	0	324	7	PF prende duas pessoas por invadir terras públicas no Mato Grosso
no	ADP	0	324	8	PF prende duas pessoas por invadir terras públicas no Mato Grosso
Mato	PROPN	0	324	9	PF prende duas pessoas por invadir terras públicas no Mato Grosso
Grosso	PROPN	0	324	10	PF prende duas pessoas por invadir terras públicas no Mato Grosso
PF	PROPN	1	325	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
combate	VERB	0	325	1	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
o	DET	0	325	2	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
tráfico	NOUN	0	325	3	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
de	ADP	0	325	4	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
drogas	NOUN	0	325	5	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
e	CCONJ	0	325	6	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
a	DET	0	325	7	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
lavagem	NOUN	0	325	8	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
de	ADP	0	325	9	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
dinheiro	NOUN	0	325	10	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
em	ADP	0	325	11	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
Sergipe	PROPN	0	325	12	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
PF	PROPN	1	326	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
encerra	VERB	0	326	1	PF encerra atividade de rádio clandestina em Nova Xavantina MT
atividade	NOUN	0	326	2	PF encerra atividade de rádio clandestina em Nova Xavantina MT
de	ADP	0	326	3	PF encerra atividade de rádio clandestina em Nova Xavantina MT
rádio	NOUN	0	326	4	PF encerra atividade de rádio clandestina em Nova Xavantina MT
clandestina	ADJ	1	326	5	PF encerra atividade de rádio clandestina em Nova Xavantina MT
em	ADP	0	326	6	PF encerra atividade de rádio clandestina em Nova Xavantina MT
Nova	PROPN	0	326	7	PF encerra atividade de rádio clandestina em Nova Xavantina MT
Xavantina	PROPN	1	326	8	PF encerra atividade de rádio clandestina em Nova Xavantina MT
MT	PROPN	1	326	9	PF encerra atividade de rádio clandestina em Nova Xavantina MT
PF	PROPN	1	327	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
deflagra	VERB	1	327	1	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Operação	PROPN	0	327	2	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Argos	PROPN	1	327	3	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
para	SCONJ	0	327	4	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
investigar	VERB	0	327	5	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
desvios	NOUN	1	327	6	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	7	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
dinheiro	NOUN	0	327	8	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
público	ADJ	0	327	9	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
em	ADP	0	327	10	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
contratos	NOUN	0	327	11	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	12	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
cerca	ADV	0	327	13	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	14	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
R	SYM	0	327	15	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
10	NUM	0	327	16	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
milhões	NUM	0	327	17	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
em	ADP	0	327	18	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Pacaraima	PROPN	1	327	19	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
RR	PROPN	1	327	20	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
PF	PROPN	1	328	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
viabiliza	VERB	1	328	1	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
a	DET	0	328	2	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
travessia	NOUN	0	328	3	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
de	ADP	0	328	4	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
tripulantes	NOUN	0	328	5	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
terrestres	ADJ	0	328	6	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
detidos	VERB	1	328	7	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
em	ADP	0	328	8	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
fronteira	NOUN	0	328	9	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
entre	ADP	0	328	10	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
Brasil	PROPN	0	328	11	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
e	CCONJ	0	328	12	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
Peru	PROPN	0	328	13	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
PF	PROPN	1	329	0	PF combate disseminação de pornografia infantojuvenil pela internet
combate	VERB	0	329	1	PF combate disseminação de pornografia infantojuvenil pela internet
disseminação	NOUN	1	329	2	PF combate disseminação de pornografia infantojuvenil pela internet
