id;pos_documento
257;[[['PF', ',', 'em', 'ação', 'integrada', ',', 'combate', 'o', 'tráfico', 'de', 'drogas', 'em', 'Roraima'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['integrada', 'combate'], ['PF', ',', 'em', 'ação', 'integrar', ',', 'combatir', 'o', 'tráfico', 'de', 'droga', 'em', 'Roraima']]]
258;[[['PF', 'combate', 'fraude', 'em', 'auxílios', 'emergenciais'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['combate'], ['PF', 'combatir', 'fraude', 'em', 'auxílio', 'emergencial']]]
259;[[['PF', 'combate', 'a', 'comercialização', 'de', 'cigarros', 'contrabandeados'], ['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB'], ['combate', 'contrabandeados'], ['PF', 'combater', 'o', 'comercialização', 'de', 'cigarro', 'contrabandear']]]
260;[[['Polícia', 'Federal', ',', 'em', 'ação', 'conjunta', 'com', 'a', 'Polícia', 'Militar', ',', 'apreendeu', 'mais', 'de', '3', 'kg', 'de', 'cocaína'], ['PROPN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN'], ['apreendeu'], ['Polícia', 'Federal', ',', 'em', 'ação', 'conjunto', 'com', 'o', 'Polícia', 'Militar', ',', 'apreender', 'mais', 'de', '3', 'kg', 'de', 'cocaína']]]
261;[[['PF', ','], ['PROPN', 'PUNCT'], [], ['PF', ',']], [['em', 'operação', 'conjunta', 'com', 'a', 'Polícia', 'Militar', 'BEPI', 'realiza', 'erradicação', 'de', '1', '.'], ['ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NUM', 'PUNCT'], ['realiza'], ['em', 'operação', 'conjunto', 'com', 'o', 'Polícia', 'Militar', 'BEPI', 'realizar', 'erradicação', 'de', '1', '.']], [['600', 'pés', 'de', 'maconha', 'na', 'zona', 'rural', 'do', 'município', 'de', 'Orocó', 'PE'], ['NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], [], ['600', 'pé', 'de', 'maconha', 'em o', 'zona', 'rural', 'de o', 'município', 'de', 'Orocó', 'PE']]]
262;[[['PF', 'desarticula', 'organização', 'criminosa', 'volta', 'à', 'lavagem', 'de', 'dinheiro', 'oriundo', 'do', 'tráfico', 'de', 'drogas'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['desarticula', 'volta'], ['PF', 'desarticular', 'organização', 'criminoso', 'voltar', 'a o', 'lavagem', 'de', 'dinheiro', 'oriundo', 'de o', 'tráfico', 'de', 'droga']]]
263;[[['PF', 'deflagra', 'Operação'], ['PROPN', 'VERB', 'NOUN'], ['deflagra'], ['PF', 'deflagrar', 'Operação']], [['A', '-', '21', 'para', 'combater', 'a', 'disseminação', 'de', 'pornografia', 'infantojuvenil'], ['DET', 'PUNCT', 'NUM', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['combater'], ['o', '-', '21', 'para', 'combater', 'o', 'disseminação', 'de', 'pornografia', 'infantojuvenil']]]
264;[[['PF', 'deflagra', 'Operação', 'Faraó', 'para', 'combater', 'tráfico', 'de', 'drogas', 'sintéticas', 'no', 'Espírito', 'Santo'], ['PROPN', 'VERB', 'NOUN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN'], ['deflagra', 'combater'], ['PF', 'deflagrar', 'Operação', 'Faraó', 'para', 'combater', 'tráfico', 'de', 'droga', 'sintético', 'em o', 'Espírito', 'Santo']]]
265;[[['Polícia', 'Federal', 'deflagra', 'Operação', 'Lavaggio', 'para', 'apurar', 'crime', 'de', 'lavagem', 'de', 'dinheiro', 'decorrente', 'de', 'tráfico', 'internacional', 'de', 'drogas'], ['PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN'], ['deflagra', 'apurar'], ['Polícia', 'Federal', 'deflagrar', 'Operação', 'Lavaggio', 'para', 'apurar', 'crime', 'de', 'lavagem', 'de', 'dinheiro', 'decorrente', 'de', 'tráfico', 'internacional', 'de', 'droga']]]
266;[[['PF', ',', 'em', 'ação', 'integrada', ',', 'apreende', 'caminhão', 'carregado', 'com', 'cigarros', 'contrabandeados'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB'], ['integrada', 'apreende', 'carregado', 'contrabandeados'], ['PF', ',', 'em', 'ação', 'integrar', ',', 'apreender', 'caminhão', 'carregar', 'com', 'cigarro', 'contrabandear']]]
267;[[['Polícia', 'Federal', 'cumpre', 'mandado', 'de', 'prisão', 'em', 'Pernambuco', 'contra', 'um', 'foragido', 'italiano'], ['PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADJ'], ['cumpre mandado'], ['Polícia', 'Federal', 'cumprir', 'mandar', 'de', 'prisão', 'em', 'Pernambuco', 'contra', 'um', 'foragido', 'italiano']]]
268;[[['PF', 'deflagra', 'operação', 'para', 'investigar', 'desvios', 'de', 'verbas', 'do', 'SUS', 'em', 'Timbaúba', 'PE'], ['PROPN', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['deflagra', 'investigar'], ['PF', 'deflagrar', 'operação', 'para', 'investigar', 'desvio', 'de', 'verba', 'de o', 'SUS', 'em', 'Timbaúba', 'PE']]]
269;[[['PF', 'apreende', 'cerca', 'de', '170', 'de', 'cocaína', 'no', 'Porto', 'de', 'Paranaguá'], ['PROPN', 'VERB', 'ADV', 'ADP', 'NUM', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['apreende'], ['PF', 'apreender', 'cerca', 'de', '170', 'de', 'cocaína', 'em o', 'Porto', 'de', 'Paranaguá']]]
270;[[['PF', 'e', 'BPFRON', 'apreende', 'carregamento', 'de', 'cigarros', 'paraguaios', '.'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT'], ['apreende'], ['PF', 'e', 'BPFRON', 'apreender', 'carregamento', 'de', 'cigarro', 'paraguaio', '.']]]
271;[[['PF', ',', 'em', 'parceria', 'com', 'a', 'FICCO', 'Uberaba', 'e', 'PMRE', 'Iturama', '-', 'MG', ',', 'realiza', 'apreensão', 'de', 'aproximadamente', 'uma', 'tonelada', 'de', 'maconha'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN'], ['realiza'], ['PF', ',', 'em', 'parceria', 'com', 'o', 'FICCO', 'Uberaba', 'e', 'PMRE', 'Iturama', '-', 'MG', ',', 'realizar', 'apreensão', 'de', 'aproximadamente', 'um', 'tonelada', 'de', 'Maconha']]]
272;[[['Polícia', 'Federal', 'apreende', 'caminhão', 'com', 'grande', 'carga', 'de', 'crack'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['Polícia', 'Federal', 'apreender', 'caminhão', 'com', 'grande', 'carga', 'de', 'crack']]]
273;[[['PF', 'apreende', '6', 'kg', 'de', 'droga', 'em', 'frascos', 'de', 'perfumes'], ['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['PF', 'apreender', '6', 'kg', 'de', 'droga', 'em', 'frasco', 'de', 'perfume']]]
274;[[['PF', 'e', 'BPFRON', 'apreendem', 'um', 'veículo', 'carregado', 'com', 'contrabando'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN'], ['apreendem', 'carregado'], ['PF', 'e', 'BPFRON', 'apreender', 'um', 'veículo', 'carregar', 'com', 'contrabando']]]
275;[[['PF', 'combate', 'crime', 'de', 'moeda', 'falsa', 'no', 'Acre'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['PF', 'combatir', 'crime', 'de', 'moeda', 'falso', 'em o', 'Acre']]]
276;[[['PF', 'apreende', '600', 'kg', 'de', 'maconha', 'em', 'Campo', 'Grande', 'MS'], ['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN'], ['apreende'], ['PF', 'apreender', '600', 'kg', 'de', 'maconha', 'em', 'Campo', 'Grande', 'MS']]]
277;[[['PF', 'deflagra', 'Operação', 'Veneza', 'em', 'São', 'Paulo'], ['PROPN', 'VERB', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['deflagra'], ['PF', 'deflagrar', 'Operação', 'Veneza', 'em', 'São', 'Paulo']]]
278;[[['PF', 'combate', 'fraudes', 'bancárias', 'no', 'Pará'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['PF', 'combater', 'fraude', 'bancário', 'em o', 'Pará']]]
279;[[['PF', 'e', 'BPFRON', 'apreende', 'dois', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreende', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'dois', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
280;[[['Polícia', 'Federal', 'prende', 'mulher', 'com', 'notas', 'falsas'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['prende'], ['Polícia', 'Federal', 'prender', 'mulher', 'com', 'nota', 'falso']]]
281;[[['PF', 'e', 'BPFRON', 'apreendem', 'quatro', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreendem', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'quatro', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
282;[[['PF', ',', 'em', 'ação', 'integrada', ',', 'apreende', 'cerca', 'de', '50', 'mil', 'maços', 'de', 'cigarros', 'paraguaios'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'ADV', 'ADP', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['integrada', 'apreende'], ['PF', ',', 'em', 'ação', 'integrar', ',', 'apreender', 'cerca', 'de', '50', 'mil', 'maço', 'de', 'cigarro', 'paraguaio']]]
283;[[['PF', 'e', 'BPFRON', 'apreendem', 'oito', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreendem', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'oito', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
284;[[['PF', 'e', 'BPFRON', 'apreendem', 'dois', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreendem', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'dois', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
285;[[['PF', 'incinera', 'mais', 'de', '8', 'mil', 'quilos', 'de', 'drogas', 'apreendidas', 'na', 'circunscrição', 'de', 'Araraquara', 'SP'], ['PROPN', 'VERB', 'ADV', 'ADP', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['incinera', 'apreendidas'], ['PF', 'incinerar', 'mais', 'de', '8', 'mil', 'quilo', 'de', 'droga', 'apreendir', 'em o', 'circunscrição', 'de', 'Araraquara', 'SP']]]
286;[[['PF', 'investiga', 'crime', 'de', 'usurpação', 'de', 'cargo', 'público', 'em', 'Sorocaba', 'SP'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN'], ['investiga'], ['PF', 'investigar', 'crime', 'de', 'usurpação', 'de', 'cargo', 'público', 'em', 'Sorocaba', 'SP']]]
287;[[['Polícia', 'Federal', 'deflagra', 'a', 'maior', 'ação', 'de', 'combate', 'a', 'fraudes', 'contra', 'benefícios', 'emergenciais'], ['PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['deflagra'], ['Polícia', 'Federal', 'deflagrar', 'o', 'grande', 'ação', 'de', 'combate', 'a', 'fraude', 'contra', 'benefício', 'emergencial']]]
288;[[['PF', 'apreende', 'carga', 'de', '220', 'kg', 'de', 'cocaína', 'no', 'Porto', 'de', 'Paranaguá'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['apreende'], ['PF', 'apreender', 'carga', 'de', '220', 'kg', 'de', 'cocaína', 'em o', 'Porto', 'de', 'Paranaguá']]]
289;[[['PF', 'apreende', 'grande', 'quantidade', 'de', 'cocaína', 'na', 'Zona', 'Norte', 'do', 'Rio', 'de', 'Janeiro'], ['PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['apreende'], ['PF', 'apreender', 'grande', 'quantidade', 'de', 'cocaína', 'em o', 'Zona', 'Norte', 'de o', 'Rio', 'de', 'Janeiro']]]
290;[[['Polícia', 'Federal', 'deflagra'], ['PROPN', 'PROPN', 'VERB'], ['deflagra'], ['Polícia', 'Federal', 'deflagrar']], [['80'], ['NUM'], [], ['80']], [['Fase', 'da', 'Operação', 'Lava', 'Jato', '-'], ['PROPN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT'], [], ['Fase', 'de o', 'Operação', 'Lava', 'Jato', '-']], [['Operação', 'PSEUDEIA'], ['NOUN', 'PROPN'], [], ['Operação', 'PSEUDEIA']]]
291;[[['PF', 'combate', 'esquema', 'de', 'fraudes', 'contra', 'o', 'sistema', 'previdenciário', 'em', 'MT'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['PF', 'combater', 'esquema', 'de', 'fraude', 'contra', 'o', 'sistema', 'previdenciário', 'em', 'MT']]]
292;[[['PF', ',', 'em', 'ação', 'integrada', 'combate', 'fraudes', 'em', 'receitas', 'médicas'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['integrada'], ['PF', ',', 'em', 'ação', 'integrar', 'combate', 'fraude', 'em', 'receita', 'médico']]]
293;[[['PF', 'desarticula', 'associação', 'voltada', 'à', 'prática', 'do', 'crime', 'de', 'tráfico', 'de', 'drogas'], ['PROPN', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['desarticula', 'voltada'], ['PF', 'desarticular', 'associação', 'voltar', 'a o', 'prática', 'de o', 'crime', 'de', 'tráfico', 'de', 'droga']]]
294;[[['Polícia', 'Federal', 'deflagra', 'Operação', 'Pronta'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADJ'], ['deflagra', 'Pronta'], ['Polícia', 'Federal', 'deflagrar', 'Operação', 'Pronta']], [['Emergência', 'para', 'combater', 'desvios', 'de', 'recursos', 'públicos', 'no', 'Rio', 'de', 'Janeiro'], ['NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['combater'], ['emergência', 'para', 'combater', 'desvio', 'de', 'recurso', 'público', 'em o', 'Rio', 'de', 'Janeiro']]]
295;[[['PF', 'combate', 'a', 'prática', 'de', 'crimes', 'eleitorais', 'em', 'Campina', 'Grande', 'PB'], ['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PROPN'], ['combate'], ['PF', 'combater', 'o', 'prática', 'de', 'crime', 'eleitoral', 'em', 'Campina', 'Grande', 'PB']]]
296;[[['PF', 'realiza', 'operação', 'de', 'combate', 'a', 'fraudes', 'em', 'licitações', 'e', 'desvio', 'de', 'verbas', 'públicas', 'no', 'Sudoeste', 'baiano'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'], ['realiza'], ['PF', 'realizar', 'operação', 'de', 'combate', 'a', 'fraude', 'em', 'licitação', 'e', 'desvio', 'de', 'verba', 'público', 'em o', 'Sudoeste', 'baiano']]]
297;[[['PF', 'apreende', 'droga', 'dentro', 'de', 'frascos', 'de', 'medicamento'], ['PROPN', 'VERB', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['PF', 'apreender', 'droga', 'dentro', 'de', 'frasco', 'de', 'medicamento']]]
298;[[['Polícia', 'Federal', 'incinera', '7', ',', '3', 'toneladas', 'de', 'drogas', 'em', 'Três', 'Lagoas', 'MS'], ['PROPN', 'PROPN', 'VERB', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN'], ['incinera'], ['Polícia', 'Federal', 'incinerar', '7', ',', '3', 'tonelada', 'de', 'droga', 'em', 'Três', 'Lagoas', 'MS']]]
299;[[['PF', 'e', 'Força', 'Integrada', 'deflagram', 'Operação', 'Fronteira'], ['PROPN', 'CCONJ', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN'], ['deflagram'], ['PF', 'e', 'Força', 'Integrada', 'deflagrar', 'Operação', 'Fronteira']], [['Fechada', 'contra', 'o', 'tráfico', 'de', 'drogas', 'no', 'Acre'], ['VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['Fechada'], ['Fechada', 'contra', 'o', 'tráfico', 'de', 'droga', 'em o', 'Acre']]]
300;[[['PF', ',', 'em', 'ação', 'integrada', ',', 'desarticula', 'organização', 'criminosa', 'voltada', 'ao', 'tráfico', 'de', 'drogas'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['integrada', 'desarticula', 'voltada'], ['PF', ',', 'em', 'ação', 'integrar', ',', 'desarticular', 'organização', 'criminoso', 'voltar', 'a o', 'tráfico', 'de', 'droga']]]
301;[[['PF', 'realiza', 'a', 'primeira', 'incineração', 'de', 'drogas', 'do', 'ano', 'em', 'Guaíra', 'PR'], ['PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['realiza'], ['PF', 'realizar', 'o', 'primeiro', 'incineração', 'de', 'droga', 'de o', 'ano', 'em', 'Guaíra', 'PR']]]
302;[[['PF', 'investiga', 'possível', 'crime', 'de', 'comércio', 'ilegal', 'de', 'pedras', 'preciosas'], ['PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'], ['investiga'], ['PF', 'investigar', 'possível', 'crime', 'de', 'comércio', 'ilegal', 'de', 'pedra', 'precioso']]]
303;[[['PF', 'e', 'BPFRON', 'apreendem', 'embarcação', 'abandonada', 'no', 'Rio', 'Iguaçu', ',', 'no', 'âmbito', 'da', 'Operação', 'Hórus', 'e', 'Programa'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN'], ['apreendem', 'abandonada'], ['PF', 'e', 'BPFRON', 'apreender', 'embarcação', 'abandonar', 'em o', 'Rio', 'Iguaçu', ',', 'em o', 'âmbito', 'de o', 'Operação', 'Hórus', 'e', 'Programa']], [['VIGIA'], ['AUX'], [], ['vIGIA']]]
304;[[['Operação', 'Palha', 'Grande', 'desarticula', 'esquema', 'de', 'fraudes', 'contra', 'o', 'INSS', 'no', 'Recôncavo', 'Baiano'], ['PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['desarticula'], ['Operação', 'Palha', 'Grande', 'desarticular', 'esquema', 'de', 'fraude', 'contra', 'o', 'INSS', 'em o', 'Recôncavo', 'Baiano']]]
305;[[['Polícia', 'Federal', 'prende', 'homem', 'com', '2', 'mil', 'reais', 'em', 'cédulas', 'falsas', 'recebidas', 'pelos', 'Correios', 'em', 'Foz', 'do', 'Iguaçu', 'PR'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['prende', 'recebidas'], ['Polícia', 'Federal', 'prender', 'homem', 'com', '2', 'mil', 'real', 'em', 'cédula', 'falso', 'receber', 'por o', 'correio', 'em', 'Foz', 'de o', 'Iguaçu', 'PR']]]
306;[[['Operação', 'Advenus', 'combate', 'crime', 'de', 'promoção', 'de', 'migração', 'ilegal', 'no', 'Acre'], ['NOUN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['Operação', 'Advenus', 'combatir', 'crime', 'de', 'promoção', 'de', 'migração', 'ilegal', 'em o', 'Acre']]]
307;[[['PF', 'prende', 'em', 'Natal', 'britânico', 'procurado', 'pela', 'Interpol'], ['PROPN', 'VERB', 'ADP', 'PROPN', 'ADJ', 'VERB', 'ADP', 'PROPN'], ['prende', 'procurado'], ['PF', 'prender', 'em', 'Natal', 'britânico', 'procurar', 'por o', 'Interpol']]]
308;[[['Operação', 'Lux', 'combate', 'fraude', 'em', 'fundo', 'municipal', 'previdenciário', 'de', 'Luziânia', 'GO'], ['NOUN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'PROPN', 'PROPN'], ['combate'], ['Operação', 'Lux', 'combatir', 'fraude', 'em', 'fundo', 'municipal', 'previdenciário', 'de', 'Luziânia', 'GO']]]
309;[[['Polícia', 'Federal', 'prende', 'liderança', 'de', 'facção', 'criminosa'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['prende'], ['Polícia', 'Federal', 'prender', 'liderança', 'de', 'facção', 'criminoso']]]
310;[[['PF', 'e', 'Receita', 'apreendem', '9', 'kg', 'de', 'cocaína', 'ocultos', 'nas', 'estruturas', 'de', 'malas', 'de', 'viagem'], ['PROPN', 'CCONJ', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['apreendem'], ['PF', 'e', 'Receita', 'apreender', '9', 'kg', 'de', 'cocaína', 'oculto', 'em o', 'estrutura', 'de', 'mala', 'de', 'viagem']]]
311;[[['Polícia', 'Federal', 'combate', 'crimes', 'eleitorais', 'em', 'Oiapoque'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['Polícia', 'Federal', 'combater', 'crime', 'eleitoral', 'em', 'oiapoque']]]
312;[[['Polícia', 'Federal', 'apreende', 'helicóptero', 'com', 'grande', 'carga', 'de', 'cocaína'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['Polícia', 'Federal', 'apreender', 'helicóptero', 'com', 'grande', 'carga', 'de', 'cocaína']]]
313;[[['PF', 'cumpre', 'mandado', 'de', 'prisão', 'expedido', 'pelo', 'STJ'], ['PROPN', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN'], ['cumpre mandado', 'expedido'], ['PF', 'cumprir', 'mandar', 'de', 'prisão', 'expedir', 'por o', 'STJ']]]
314;[[['Polícia', 'Federal', 'deflagra', 'operação', 'de', 'combate', 'ao', 'contrabando', 'de', 'cigarros', 'na', 'região', 'norte', 'do', 'Estado', 'do', 'Rio', 'Grande', 'do', 'Sul'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN'], ['deflagra'], ['Polícia', 'Federal', 'deflagrar', 'operação', 'de', 'combate', 'a o', 'contrabando', 'de', 'cigarro', 'em o', 'região', 'norte', 'de o', 'estado', 'de o', 'Rio', 'Grande', 'de o', 'Sul']]]
315;[[['PF', 'e', 'BPFRON', 'apreendem', 'carreta', 'bi', '-', 'trem', 'carregada', 'com', 'cigarros', 'contrabandeados'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB'], ['apreendem', 'carregada', 'contrabandeados'], ['PF', 'e', 'BPFRON', 'apreender', 'carreta', 'bi', '-', 'trem', 'carregar', 'com', 'cigarro', 'contrabandear']]]
316;[[['Polícia', 'Federal', 'incinera', ',', 'em', 'Ponta', 'Porã', ',', '12', 'toneladas', 'de', 'entorpecentes', 'com', 'apoio', 'da', 'Força', 'Nacional'], ['PROPN', 'PROPN', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['incinera'], ['Polícia', 'Federal', 'incinerar', ',', 'em', 'Ponta', 'Porã', ',', '12', 'tonelada', 'de', 'entorpecente', 'com', 'apoio', 'de o', 'Força', 'Nacional']]]
